action,blood glucose,reward,meal,risk,info
0,50.14971,-35.5967318875672,0.0,26.217563954679456,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 5.54283966e-02,  1.17806747e+00,  4.53660754e-02,  9.45106023e+01,
        1.28786348e+02,  1.95804867e+00, -4.18113960e+01,  1.57609890e+02,
        1.84533053e+02,  1.39641726e+00,  2.96352460e+00,  5.46876565e+01,
        8.68489963e+01]), 'time': datetime.datetime(2025, 1, 2, 11, 15), 'bg': 46.8528503603106, 'lbgi': 26.217563954679456, 'hbgi': 0.0, 'risk': 26.217563954679456}"
0,49.65694,-35.71620704227084,0.0,25.2553620655606,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 5.21393992e-02,  1.11155738e+00,  4.28051030e-02,  9.61933639e+01,
        1.31721981e+02,  1.89332166e+00, -4.38507565e+01,  1.55582822e+02,
        1.83999622e+02,  1.35031480e+00,  2.79010521e+00,  5.28962608e+01,
        8.82895579e+01]), 'time': datetime.datetime(2025, 1, 2, 11, 18), 'bg': 47.62611792763629, 'lbgi': 25.2553620655606, 'hbgi': 0.0, 'risk': 25.2553620655606}"
0,49.246597,-35.83939029544187,0.0,24.297155331190968,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 4.90455635e-02,  1.04879304e+00,  4.03883435e-02,  9.79221303e+01,
        1.34727200e+02,  1.83061953e+00, -4.58280394e+01,  1.53561964e+02,
        1.83437733e+02,  1.30565089e+00,  2.62683396e+00,  5.11598786e+01,
        8.97750514e+01]), 'time': datetime.datetime(2025, 1, 2, 11, 21), 'bg': 48.4237198947113, 'lbgi': 24.297155331190968, 'hbgi': 0.0, 'risk': 24.297155331190968}"
0,48.871212,-35.99508904312255,0.0,23.344530551725114,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 4.61353091e-02,  9.89564066e-01,  3.81076985e-02,  9.96970055e+01,
        1.37802302e+02,  1.76988611e+00, -4.77448526e+01,  1.51548214e+02,
        1.82848056e+02,  1.26238589e+00,  2.47311701e+00,  4.94770522e+01,
        9.13056674e+01]), 'time': datetime.datetime(2025, 1, 2, 11, 24), 'bg': 49.24576253142655, 'lbgi': 23.344530551725114, 'hbgi': 0.0, 'risk': 23.344530551725114}"
0,48.491337,-36.197537386267484,0.0,22.39901728891838,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 4.33977427e-02,  9.33671849e-01,  3.59555226e-02,  1.01518068e+02,
        1.40947539e+02,  1.71106632e+00, -4.96027815e+01,  1.49542428e+02,
        1.82231266e+02,  1.22048088e+00,  2.32839527e+00,  4.78463467e+01,
        9.28815798e+01]), 'time': datetime.datetime(2025, 1, 2, 11, 27), 'bg': 50.09234325222772, 'lbgi': 22.39901728891838, 'hbgi': 0.0, 'risk': 22.39901728891838}"
0,48.115765,-36.38772376354445,0.0,21.46208560812802,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 4.08226175e-02,  8.80928916e-01,  3.39245988e-02,  1.03385371e+02,
        1.44163116e+02,  1.65410619e+00, -5.14033877e+01,  1.47545415e+02,
        1.81588041e+02,  1.17989772e+00,  2.19214234e+00,  4.62663512e+01,
        9.45029441e+01]), 'time': datetime.datetime(2025, 1, 2, 11, 30), 'bg': 50.96354980343054, 'lbgi': 21.46208560812802, 'hbgi': 0.0, 'risk': 21.46208560812802}"
0,47.825645,-36.43654018458895,0.0,20.535144080093573,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 3.84002944e-02,  8.31158292e-01,  3.20081142e-02,  1.05298942e+02,
        1.47449190e+02,  1.59895284e+00, -5.31482083e+01,  1.45557942e+02,
        1.80919060e+02,  1.14059901e+00,  2.06386266e+00,  4.47356794e+01,
        9.61698963e+01]), 'time': datetime.datetime(2025, 1, 2, 11, 33), 'bg': 51.85945951971999, 'lbgi': 20.535144080093573, 'hbgi': 0.0, 'risk': 20.535144080093573}"
0,47.718197,-36.271444151671524,0.0,19.619538053849872,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 3.61217065e-02,  7.84192918e-01,  3.01996376e-02,  1.07258778e+02,
        1.50805869e+02,  1.54555452e+00, -5.48387544e+01,  1.43580737e+02,
        1.80225003e+02,  1.10254816e+00,  1.94308964e+00,  4.32529702e+01,
        9.78825514e+01]), 'time': datetime.datetime(2025, 1, 2, 11, 36), 'bg': 52.780138647906305, 'lbgi': 19.619538053849872, 'hbgi': 0.0, 'risk': 19.619538053849872}"
0,47.89063,-35.845497498323766,0.0,18.716548208257496,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 3.39783250e-02,  7.39875095e-01,  2.84930981e-02,  1.09264854e+02,
        1.54233213e+02,  1.49386059e+00, -5.64765108e+01,  1.41614484e+02,
        1.79506553e+02,  1.06570933e+00,  1.82938401e+00,  4.18168882e+01,
        9.96410028e+01]), 'time': datetime.datetime(2025, 1, 2, 11, 39), 'bg': 53.72564173624241, 'lbgi': 18.716548208257496, 'hbgi': 0.0, 'risk': 18.716548208257496}"
0,48.440132,-35.123926232985546,0.0,17.827389386021927,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 3.19621270e-02,  6.98055966e-01,  2.68827650e-02,  1.11317112e+02,
        1.57731230e+02,  1.44382154e+00, -5.80629354e+01,  1.39659831e+02,
        1.78764390e+02,  1.03004748e+00,  1.72233220e+00,  4.04261241e+01,
        1.01445321e+02]), 'time': datetime.datetime(2025, 1, 2, 11, 42), 'bg': 54.69601108777552, 'lbgi': 17.827389386021927, 'hbgi': 0.0, 'risk': 17.827389386021927}"
0,49.46389,-34.08778315888871,0.0,16.953209710736225,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 3.00655656e-02,  6.58595016e-01,  2.53632288e-02,  1.13415469e+02,
        1.61299880e+02,  1.39538897e+00, -5.95994582e+01,  1.37717389e+02,
        1.77999195e+02,  9.95528335e-01,  1.62154485e+00,  3.90793952e+01,
        1.03295551e+02]), 'time': datetime.datetime(2025, 1, 2, 11, 45), 'bg': 55.69127627631799, 'lbgi': 16.953209710736225, 'hbgi': 0.0, 'risk': 16.953209710736225}"
0,51.059074,-32.73445442772518,0.0,16.09508998443718,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 2.82815420e-02,  6.21359612e-01,  2.39293835e-02,  1.15559813e+02,
        1.64939075e+02,  1.34851562e+00, -6.10874813e+01,  1.35787731e+02,
        1.77211646e+02,  9.62118416e-01,  1.52665536e+00,  3.77754452e+01,
        1.05191717e+02]), 'time': datetime.datetime(2025, 1, 2, 11, 48), 'bg': 56.7114537236861, 'lbgi': 16.09508998443718, 'hbgi': 0.0, 'risk': 16.09508998443718}"
0,53.322838,-31.07379018141647,0.0,15.25404336041914,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 2.66033783e-02,  5.86224556e-01,  2.25764090e-02,  1.17750004e+02,
        1.68648673e+02,  1.30315532e+00, -6.25283784e+01,  1.33871397e+02,
        1.76402418e+02,  9.29785016e-01,  1.43731861e+00,  3.65130447e+01,
        1.07133815e+02]), 'time': datetime.datetime(2025, 1, 2, 11, 51), 'bg': 57.756546336875964, 'lbgi': 15.25404336041914, 'hbgi': 0.0, 'risk': 15.25404336041914}"
0,56.35233,-29.120006690272504,0.0,14.431015283614002,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 2.50247932e-02,  5.53071677e-01,  2.12997559e-02,  1.19985873e+02,
        1.72428488e+02,  1.25926302e+00, -6.39234945e+01,  1.31968892e+02,
        1.75572186e+02,  8.98496207e-01,  1.35320967e+00,  3.52909913e+01,
        1.09121817e+02]), 'time': datetime.datetime(2025, 1, 2, 11, 54), 'bg': 58.82654320383219, 'lbgi': 14.431015283614002, 'hbgi': 0.0, 'risk': 14.431015283614002}"
0,58.924072,-28.502918425644392,0.0,13.626883688708439,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 2.35398778e-02,  5.21789429e-01,  2.00951298e-02,  1.22267224e+02,
        1.76278281e+02,  1.21679477e+00, -6.52741461e+01,  1.30080690e+02,
        1.74721618e+02,  8.68220828e-01,  1.27402261e+00,  3.41081095e+01,
        1.11155666e+02]), 'time': datetime.datetime(2025, 1, 2, 11, 57), 'bg': 59.92141934641966, 'lbgi': 13.626883688708439, 'hbgi': 0.0, 'risk': 13.626883688708439}"
0,59.9817,-29.234991131914924,0.0,12.84245944434063,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 2.21430739e-02,  4.92272531e-01,  1.89584774e-02,  1.24593832e+02,
        1.80197767e+02,  1.17570769e+00, -6.65816206e+01,  1.28207233e+02,
        1.73851381e+02,  8.38928482e-01,  1.19946941e+00,  3.29632505e+01,
        1.13235284e+02]), 'time': datetime.datetime(2025, 1, 2, 12, 0), 'bg': 61.04113552914154, 'lbgi': 12.84245944434063, 'hbgi': 0.0, 'risk': 12.84245944434063}"
0,62.446384,-27.10271105370188,0.0,12.078487030177218,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 2.08291533e-02,  4.64421605e-01,  1.78859728e-02,  1.26965445e+02,
        1.84186613e+02,  1.13596002e+00, -6.78471766e+01,  1.26348933e+02,
        1.72962135e+02,  8.10589530e-01,  1.12927892e+00,  3.18552924e+01,
        1.15360561e+02]), 'time': datetime.datetime(2025, 1, 2, 12, 3), 'bg': 62.185638122060325, 'lbgi': 12.078487030177218, 'hbgi': 0.0, 'risk': 12.078487030177218}"
0,65.96118,-24.91760047439481,0.0,11.33564543241633,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 1.95931978e-02,  4.38142857e-01,  1.68740047e-02,  1.29381785e+02,
        1.88244441e+02,  1.09751101e+00, -6.90720439e+01,  1.24506173e+02,
        1.72054536e+02,  7.83175080e-01,  1.06319583e+00,  3.07831401e+01,
        1.17531363e+02]), 'time': datetime.datetime(2025, 1, 2, 12, 6), 'bg': 63.35485901627903, 'lbgi': 11.33564543241633, 'hbgi': 0.0, 'risk': 11.33564543241633}"
0,70.16912,-22.784550789119617,0.0,10.614549242275018,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 1.84305811e-02,  4.13347756e-01,  1.59191647e-02,  1.31842545e+02,
        1.92370825e+02,  1.06032100e+00, -7.02574237e+01,  1.22679310e+02,
        1.71129235e+02,  7.56656981e-01,  1.00097978e+00,  2.97457246e+01,
        1.19747529e+02]), 'time': datetime.datetime(2025, 1, 2, 12, 9), 'bg': 64.54871559023195, 'lbgi': 10.614549242275018, 'hbgi': 0.0, 'risk': 10.614549242275018}"
0,74.713234,-20.74550317006584,0.0,9.915749941286693,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 1.73369515e-02,  3.89952743e-01,  1.50182358e-02,  1.34347394e+02,
        1.96565296e+02,  1.02435136e+00, -7.14044884e+01,  1.20868670e+02,
        1.70186877e+02,  7.31007811e-01,  9.42404494e-01,  2.87420035e+01,
        1.22008871e+02]), 'time': datetime.datetime(2025, 1, 2, 12, 12), 'bg': 65.76711072492238, 'lbgi': 9.915749941286693, 'hbgi': 0.0, 'risk': 9.915749941286693}"
0,79.236534,-18.84625760673283,0.0,9.239737356738768,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 1.63082155e-02,  3.67878953e-01,  1.41681815e-02,  1.36895974e+02,
        2.00827342e+02,  9.89564472e-01, -7.25143823e+01,  1.19074559e+02,
        1.69228099e+02,  7.06200867e-01,  8.87256912e-01,  2.77709602e+01,
        1.24315174e+02]), 'time': datetime.datetime(2025, 1, 2, 12, 15), 'bg': 67.00993286613206, 'lbgi': 9.239737356738768, 'hbgi': 0.0, 'risk': 9.239737356738768}"
0,83.382,-17.167477134945393,0.0,8.586941270303857,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 1.53405223e-02,  3.47051952e-01,  1.33661360e-02,  1.39487903e+02,
        2.05156409e+02,  9.55923731e-01, -7.35882213e+01,  1.17297253e+02,
        1.68253534e+02,  6.82210156e-01,  8.35336454e-01,  2.68316038e+01,
        1.26666198e+02]), 'time': datetime.datetime(2025, 1, 2, 12, 18), 'bg': 68.27705613151772, 'lbgi': 8.586941270303857, 'hbgi': 0.0, 'risk': 8.586941270303857}"
0,86.79264,-15.830970277413362,0.0,7.957733162841237,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 1.44302499e-02,  3.27401486e-01,  1.26093944e-02,  1.42122774e+02,
        2.09551902e+02,  9.23393518e-01, -7.46270937e+01,  1.15537007e+02,
        1.67263806e+02,  6.59010381e-01,  7.86454274e-01,  2.59229690e+01,
        1.29061676e+02]), 'time': datetime.datetime(2025, 1, 2, 12, 21), 'bg': 69.56834046040659, 'lbgi': 7.957733162841237, 'hbgi': 0.0, 'risk': 7.957733162841237}"
0,89.1114,-14.99608051057225,0.0,7.352428078448996,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 1.35739911e-02,  3.08861250e-01,  1.18954039e-02,  1.44800158e+02,
        2.14013186e+02,  8.91939190e-01, -7.56320600e+01,  1.13794054e+02,
        1.66259533e+02,  6.36576933e-01,  7.40432579e-01,  2.50441154e+01,
        1.31501315e+02]), 'time': datetime.datetime(2025, 1, 2, 12, 24), 'bg': 70.88363180400833, 'lbgi': 7.352428078448996, 'hbgi': 0.0, 'risk': 7.352428078448996}"
0,90.03507,-14.820118461318136,0.0,6.771286591111659,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 1.27685407e-02,  2.91368667e-01,  1.12217551e-02,  1.47519601e+02,
        2.18539592e+02,  8.61527056e-01, -7.66041537e+01,  1.12068603e+02,
        1.65241325e+02,  6.14885875e-01,  6.97103980e-01,  2.41941272e+01,
        1.33984798e+02]), 'time': datetime.datetime(2025, 1, 2, 12, 27), 'bg': 72.22276235367589, 'lbgi': 6.771286591111659, 'hbgi': 0.0, 'risk': 6.771286591111659}"
0,89.58352,-15.286485012456312,0.0,6.214516857693987,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 1.20108840e-02,  2.74864678e-01,  1.05861739e-02,  1.50280629e+02,
        2.23130410e+02,  8.32124360e-01, -7.75443814e+01,  1.10360842e+02,
        1.64209783e+02,  5.93913933e-01,  6.56310882e-01,  2.33721132e+01,
        1.36511781e+02]), 'time': datetime.datetime(2025, 1, 2, 12, 30), 'bg': 73.5855508047768, 'lbgi': 6.214516857693987, 'hbgi': 0.0, 'risk': 6.214516857693987}"
0,88.26117,-16.110986773446502,0.0,5.682276741559232,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 1.12981849e-02,  2.59293541e-01,  9.98651438e-03,  1.53082747e+02,
        2.27784898e+02,  8.03699269e-01, -7.84537230e+01,  1.08670942e+02,
        1.63165502e+02,  5.73638479e-01,  6.17904912e-01,  2.25772060e+01,
        1.39081899e+02]), 'time': datetime.datetime(2025, 1, 2, 12, 33), 'bg': 74.97180265367719, 'lbgi': 5.682276741559232, 'hbgi': 0.0, 'risk': 5.682276741559232}"
0,86.68013,-16.97396654277166,0.0,5.174675991721649,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 1.06277758e-02,  2.44602654e-01,  9.42075096e-03,  1.55925439e+02,
        2.32502283e+02,  7.76220845e-01, -7.93331327e+01,  1.06999051e+02,
        1.62109067e+02,  5.54037523e-01,  5.81746381e-01,  2.18085618e+01,
        1.41694761e+02]), 'time': datetime.datetime(2025, 1, 2, 12, 36), 'bg': 76.38131052529819, 'lbgi': 5.174675991721649, 'hbgi': 0.0, 'risk': 5.174675991721649}"
0,85.45249,-17.537359057737856,0.0,4.691778463159698,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 9.99714729e-03,  2.30742369e-01,  8.88697215e-03,  1.58808172e+02,
        2.37281757e+02,  7.49659035e-01, -8.01835387e+01,  1.05345301e+02,
        1.61041056e+02,  5.35089700e-01,  5.47703774e-01,  2.10653598e+01,
        1.44349955e+02]), 'time': datetime.datetime(2025, 1, 2, 12, 39), 'bg': 77.81385452867502, 'lbgi': 4.691778463159698, 'hbgi': 0.0, 'risk': 4.691778463159698}"
0,85.13553,-17.50319753692483,0.0,4.233604364702495,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 9.40393886e-03,  2.17665835e-01,  8.38337391e-03,  1.61730391e+02,
        2.42122484e+02,  7.23984647e-01, -8.10058442e+01,  1.03709805e+02,
        1.59962036e+02,  5.16774252e-01,  5.15653270e-01,  2.03468022e+01,
        1.47047044e+02]), 'time': datetime.datetime(2025, 1, 2, 12, 42), 'bg': 79.26920263793609, 'lbgi': 4.233604364702495, 'hbgi': 0.0, 'risk': 4.233604364702495}"
0,85.95757,-16.839654659119034,0.0,3.80013252174064,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 8.84593010e-03,  2.05328833e-01,  7.90825373e-03,  1.64691527e+02,
        2.47023602e+02,  6.99169332e-01, -8.18009276e+01,  1.02092660e+02,
        1.58872568e+02,  4.99071019e-01,  4.85478296e-01,  1.96521130e+01,
        1.49785574e+02]), 'time': datetime.datetime(2025, 1, 2, 12, 45), 'bg': 80.74711109612166, 'lbgi': 3.80013252174064, 'hbgi': 0.0, 'risk': 3.80013252174064}"
0,87.653595,-15.823528377447317,0.0,3.3913026418902144,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 8.32103233e-03,  1.93689636e-01,  7.46000487e-03,  1.67690995e+02,
        2.51984218e+02,  6.75185569e-01, -8.25696430e+01,  1.00493948e+02,
        1.57773202e+02,  4.81960427e-01,  4.57069100e-01,  1.89805385e+01,
        1.52565066e+02]), 'time': datetime.datetime(2025, 1, 2, 12, 48), 'bg': 82.24732483927816, 'lbgi': 3.3913026418902144, 'hbgi': 0.0, 'risk': 3.3913026418902144}"
0,89.848915,-14.67035989600797,0.0,3.007017572640092,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 7.82728082e-03,  1.82708863e-01,  7.03711104e-03,  1.70728194e+02,
        2.57003420e+02,  6.52006639e-01, -8.33128204e+01,  9.89137324e+01,
        1.56664480e+02,  4.65423471e-01,  4.30322351e-01,  1.83313462e+01,
        1.55385024e+02]), 'time': datetime.datetime(2025, 1, 2, 12, 51), 'bg': 83.76957793829638, 'lbgi': 3.007017572640092, 'hbgi': 0.0, 'risk': 3.007017572640092}"
0,92.168846,-13.541939793087234,0.0,2.6471455409282605,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 7.36282743e-03,  1.72349352e-01,  6.63814126e-03,  1.73802506e+02,
        2.62080269e+02,  6.29606614e-01, -8.40312668e+01,  9.73520649e+01,
        1.55546934e+02,  4.49441703e-01,  4.05140768e-01,  1.77038243e+01,
        1.58244932e+02]), 'time': datetime.datetime(2025, 1, 2, 12, 54), 'bg': 85.31359405600597, 'lbgi': 2.6471455409282605, 'hbgi': 0.0, 'risk': 2.6471455409282605}"
0,94.26699,-12.573712238425179,0.0,2.3115223655086132,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 6.92593367e-03,  1.62576032e-01,  6.26174514e-03,  1.76913305e+02,
        2.67213806e+02,  6.07960333e-01, -8.47257661e+01,  9.58089820e+01,
        1.54421086e+02,  4.33997223e-01,  3.81432759e-01,  1.70972820e+01,
        1.61144257e+02]), 'time': datetime.datetime(2025, 1, 2, 12, 57), 'bg': 86.87908691709741, 'lbgi': 2.3115223655086132, 'hbgi': 0.0, 'risk': 2.3115223655086132}"
0,95.9668,-11.8089538278093,0.0,1.9999536338786326,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 6.51496421e-03,  1.53355806e-01,  5.90664832e-03,  1.80059948e+02,
        2.72403053e+02,  5.87043387e-01, -8.53970798e+01,  9.42845071e+01,
        1.53287451e+02,  4.19072660e-01,  3.59112095e-01,  1.65110481e+01,
        1.64082447e+02]), 'time': datetime.datetime(2025, 1, 2, 13, 0), 'bg': 88.46576078851149, 'lbgi': 1.9999536338786326, 'hbgi': 0.0, 'risk': 1.9999536338786326}"
0,97.346504,-11.176687883109379,0.0,1.7122168364297736,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 6.12838076e-03,  1.44657444e-01,  5.57164819e-03,  1.83241784e+02,
        2.77647013e+02,  5.66832097e-01, -8.60459474e+01,  9.27786507e+01,
        1.52146533e+02,  4.04651162e-01,  3.38097590e-01,  1.59444711e+01,
        1.67058936e+02]), 'time': datetime.datetime(2025, 1, 2, 13, 3), 'bg': 90.0733109680169, 'lbgi': 1.7122168364297736, 'hbgi': 0.0, 'risk': 1.7122168364297736}"
0,98.54095,-10.612446780892991,0.0,1.4480634513507158,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 5.76473631e-03,  1.36451472e-01,  5.25560989e-03,  1.86458149e+02,
        2.82944673e+02,  5.47303498e-01, -8.66730871e+01,  9.12914113e+01,
        1.50998825e+02,  3.90716385e-01,  3.18312811e-01,  1.53969188e+01,
        1.70073141e+02]), 'time': datetime.datetime(2025, 1, 2, 13, 6), 'bg': 91.70142427878618, 'lbgi': 1.4480634513507158, 'hbgi': 0.0, 'risk': 1.4480634513507158}"
0,99.68495,-10.056158537744498,0.0,1.2072209746516809,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 5.42266971e-03,  1.28710078e-01,  4.95746249e-03,  1.89708373e+02,
        2.88295004e+02,  5.28435322e-01, -8.72791961e+01,  8.98227761e+01,
        1.49844814e+02,  3.77252477e-01,  2.99685797e-01,  1.48677774e+01,
        1.73124465e+02]), 'time': datetime.datetime(2025, 1, 2, 13, 9), 'bg': 93.34977956787729, 'lbgi': 1.2072209746516809, 'hbgi': 0.0, 'risk': 1.2072209746516809}"
0,100.89954,7.0964708357304955,0.0,0.9893948904807249,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 5.10090058e-03,  1.21407018e-01,  4.67619539e-03,  1.92991773e+02,
        2.93696965e+02,  5.10205978e-01, -8.78649509e+01,  8.83727210e+01,
        1.48684973e+02,  3.64244068e-01,  2.82148797e-01,  1.43564516e+01,
        1.76212298e+02]), 'time': datetime.datetime(2025, 1, 2, 13, 12), 'bg': 95.0180482066337, 'lbgi': 0.9893948904807249, 'hbgi': 0.0, 'risk': 0.9893948904807249}"
0,102.222916,7.092487245027375,0.0,0.7942705776668784,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 4.79822452e-03,  1.14517525e-01,  4.41085493e-03,  1.96307662e+02,
        2.99149501e+02,  4.92594536e-01, -8.84310082e+01,  8.69412117e+01,
        1.47519770e+02,  3.51676255e-01,  2.65638027e-01,  1.38623639e+01,
        1.79336017e+02]), 'time': datetime.datetime(2025, 1, 2, 13, 15), 'bg': 96.70589459112483, 'lbgi': 0.7942705776668784, 'hbgi': 0.0, 'risk': 0.7942705776668784}"
0,103.569046,7.081054020104226,0.0,0.6215151491465444,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 4.51350857e-03,  1.08018231e-01,  4.16054123e-03,  1.99655345e+02,
        3.04651549e+02,  4.75580708e-01, -8.89780052e+01,  8.55282042e+01,
        1.46349660e+02,  3.39534594e-01,  2.50093434e-01,  1.33849539e+01,
        1.82494988e+02]), 'time': datetime.datetime(2025, 1, 2, 13, 18), 'bg': 98.4129766408644, 'lbgi': 0.6215151491465444, 'hbgi': 0.0, 'risk': 0.6215151491465444}"
0,104.8243,7.064171271207191,0.0,0.47077922160622016,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 4.24568704e-03,  1.01887081e-01,  3.92440511e-03,  2.03034121e+02,
        3.10202035e+02,  4.59144833e-01, -8.95065599e+01,  8.41336449e+01,
        1.45175089e+02,  3.27805082e-01,  2.35458478e-01,  1.29236783e+01,
        1.85688565e+02]), 'time': datetime.datetime(2025, 1, 2, 13, 21), 'bg': 100.13894629416069, 'lbgi': 0.47077922160622016, 'hbgi': 0.0, 'risk': 0.47077922160622016}"
0,105.87503,7.045529104554914,0.0,0.341698613305509,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 3.99375744e-03,  9.61032685e-02,  3.70164526e-03,  2.06443285e+02,
        3.15799878e+02,  4.43267858e-01, -9.00172718e+01,  8.27574715e+01,
        1.43996494e+02,  3.16474153e-01,  2.21679929e-01,  1.24780103e+01,
        1.88916093e+02]), 'time': datetime.datetime(2025, 1, 2, 13, 24), 'bg': 101.88344999857341, 'lbgi': 0.341698613305509, 'hbgi': 0.0, 'risk': 0.341698613305509}"
0,106.63445,7.028390101005648,0.0,0.23389596862827156,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 3.75677678e-03,  9.06471562e-02,  3.49150558e-03,  2.09882127e+02,
        3.21443988e+02,  4.27931324e-01, -9.05107222e+01,  8.13996132e+01,
        1.42814303e+02,  3.05528657e-01,  2.08707674e-01,  1.20474393e+01,
        1.92176908e+02]), 'time': datetime.datetime(2025, 1, 2, 13, 27), 'bg': 103.64612919507198, 'lbgi': 0.23389596862827156, 'hbgi': 0.0, 'risk': 0.23389596862827156}"
0,107.17688,7.018007346646787,0.0,0.14698230844631716,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 3.53385802e-03,  8.55002167e-02,  3.29327258e-03,  2.13349933e+02,
        3.27133272e+02,  4.13117348e-01, -9.09874749e+01,  8.00599915e+01,
        1.41628933e+02,  2.94955858e-01,  1.96494528e-01,  1.16314700e+01,
        1.95470339e+02]), 'time': datetime.datetime(2025, 1, 2, 13, 30), 'bg': 105.42662079461017, 'lbgi': 0.14698230844631716, 'hbgi': 0.0, 'risk': 0.14698230844631716}"
0,107.81832,7.018894895243315,0.0,0.08055850587017745,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 3.32416676e-03,  8.06449669e-02,  3.10627304e-03,  2.16845987e+02,
        3.32866633e+02,  3.98808608e-01, -9.14480765e+01,  7.87385201e+01,
        1.40440791e+02,  2.84743415e-01,  1.84996070e-01,  1.12296226e+01,
        1.98795706e+02]), 'time': datetime.datetime(2025, 1, 2, 13, 33), 'bg': 107.2245576459529, 'lbgi': 0.08055850587017745, 'hbgi': 0.0, 'risk': 0.08055850587017745}"
